id,target
n14bd131d724047c,0
nca1b2f84df6f444,1
n9ff0d5a4b8474b8,0
n979a697b6df9462,0
n7a8f1aa68548443,0
n27a9a87385d7448,0
n2aa5e3df506840d,0
ndf680b77bae5474,1
nef7dbcb41f3c4bd,1
n3ca250d1de6544a,0
n9ee772ea663a467,1
n916c9ef0551544d,1
nee57bf8bf0af408,1
n25f0a1a46ccc4e9,0
n592f0b7427c4483,1
n46917a7db0a34dc,0
n4e0a3367aefc4f1,0
n6ab312d6092d418,0
n17ff7e5b1d244cb,0
n034e7ec7d04b45e,1
nf67d8808504a413,0
nfe2791c5c9a44a3,0
nf844c73765a94d4,1
n8001db4432404e5,1
nf9bc8cceddc8445,0
n295f741ea7734c7,0
nafe67ad06a9d4e4,0
n8b514358041043d,1
n8813213993d64a0,1
n44df4405bc84476,0
n79080d7e17e6453,1
ned66019c84d94d7,1
nc9836ba818854da,1
nff5f4dc37825420,1
n27b66c1c36de45b,1
n2e8a57c2bece4f7,0
n0d444f044efc4da,1
n73db142fafa4446,0
n2ab5d61d09ef4cf,1
n360e400e068b44a,1
n40bc5b2c8db3444,1
n4ed099498a87446,1
nf9bf9a997f194f8,1
n090f045c148a483,1
nfdfd44914d334c2,1
n74212cc822a74d1,1
n68a987173f3847f,0
n0c42db3585be447,1
n31bd046614684ea,1
n79b819cfa57346e,1
n095ca8914ddc48e,1
n066782a22f39475,1
na0baa00a7210471,0
n6485f1d35978474,1
n478282bf9f5846f,0
nf404cf18c22b42a,0
n00c74de957cd455,1
na23b27ac635940a,0
n794fe306a600455,1
nf24f923e324047f,0
nf513c1a1824c4bf,0
n8e0937f3741140b,1
nb1084a474f9346e,1
n8db359c32cd24fe,0
n99ee49f9be2c422,1
nf95972de5e2c4b7,1
n969b9a915f704cd,1
nb53698295ce24f3,0
n6d06c4a3800547b,1
n8fa2b0f39dfe4d2,1
n2398de904d8b434,0
n7adf148f3b9c4bc,0
na167c1c1ed204ac,1
n0812ef1ff4d74f3,1
nbbf47d54b14b4d1,1
n49ace08ede97406,1
n7061377acd2049d,0
n6bff82e94a60404,0
nf843ec304d334ab,1
n0059cfeadee3481,1
na90c28348ec44d0,1
n1ca25320dc8d4f5,0
n1f5c3182a9e24e0,1
na8c22a6d9154424,0
nf1937232c69c4c8,1
n839b1b88a8d741e,1
nf2cc3069cc044fd,0
n110d7d9774044ca,1
nfd4ecdc72d3a448,0
nd6cbccb979fc442,0
n9a753200aa5a4f3,1
n922fd2e30448431,1
n0a99835e85ef4fc,1
n7fbf0d6d6e0949c,1
n69ee0563ddb74af,0
n70f8dbaaf5b54df,0
n40fc73daf54e426,0
n7ca53b76fb6c413,0
n2a34d9bc91fa427,1
n9ba5d77c892e489,0
n064b5ef982124ca,0
n95323b82f27c4a9,1
n90519e07ee20449,1
n05531f7265b842e,0
n8bdc7a9b3f8e4c3,0
n41b30760dd0c4a2,0
n920c81bf6ed04d8,1
neef20e7e13614e9,0
n875a8aea3d2648e,0
nedac4e0b432d46b,1
n0c2c7876d6ff4b7,1
n316e24d7cc55468,0
n0739e4c2c6bd496,0
n82d663054db043c,1
ne8aa36e8d37242a,1
nfb3f293403c049e,1
n7dab5b46093e46c,0
n3255cbac74344c4,1
n4ca9a4a6f502496,1
nd01cfb11eb3b4cc,1
n8283cf975c1f481,0
na8d96da5cabb4c8,1
nc9b1e4e279f7431,1
n7486fcb85cff4c7,0
n89bf8a64375b43a,0
n7d8f61f4b8474a9,1
n2988966eb1d041f,0
n31d2977ac7e1419,1
n18e3e235e8a9433,1
nf469ea2414d5467,1
n7886f4c7b73c432,1
n545186af1c5b418,1
nd8e91425813843e,0
n4e3746b1a2554bf,0
nc83a875fbd774d5,1
n3920059685df48f,1
nbf87c6b584f2454,0
ne15f625037274b8,0
n76dbffe4102a4db,1
nc82ddae321db4dc,0
nfa8d75d5f6ab489,0
n6056a67de77141f,0
n76d36096073c45b,0
n01fadd43f7604dd,0
n4f96b9e68e884f0,0
nc336d66c8d02456,0
nedb7d3f417f8413,0
n44f2623becc04aa,1
n2fe3d39c3aee40a,1
nce41b1509b1f476,1
ncfbf4cbb654c400,0
n1dd70ecede6c4f5,1
n19c4f74320e8449,0
n3628de3fa2e24c4,1
n6bd94bc6d4264b7,0
nef047dde084e48c,0
n99b0cfb76488463,1
nf1fa7b8c6b82446,0
nb253a8e5750041d,1
n3b0ee89552984d3,1
n177b9e24c1c84f1,0
nadcb2a63f6c3478,0
n8f480857c14942e,0
n5b1f5361f9d4486,0
nd29d04087f42440,1
n8bb7ec84d8b9478,1
n0fbf80a882c6481,0
n891d461f27864f1,0
n4fb0b20f4d3b4f8,0
n72fa1642f2ba49b,1
n2c79aded4b1f493,0
n705faa16157b4ca,1
nef9fa78ca74e48f,0
n2b20c8932ba4469,0
n347e656e58f94ae,1
n5659ff75aa2e4de,1
n5b27527ad8df423,1
n1e94d69622e143b,1
nc6a3860825f4401,0
n00580d1f088e4de,0
n75c311c4a1ae41b,0
nc3d76e23b7cb4d3,0
nd0b75f1b9cca4d8,0
n49b8fc10adcb491,1
nb64b22c504cd44b,0
n5642a4661eee409,1
nc492cb228b4242c,1
n9e993325df5b4ce,0
ne4e35457253f422,0
ne3c3038dc68b48f,0
n51b2d1ce082948a,1
n8c07aff4ccef48a,0
nf0e895ff6152416,1
n1618fa89c3c6436,1
n48a87dde37c0425,0
n6d93825914a74d0,0
n6644934891d7418,0
nbef1f9d0f2d14c7,1
nbe0ff23c1ae6457,1
n38201cf1d44c49f,0
nebde92b43b6a4cc,1
nf575363b96d5451,1
n7d008677a0c3416,1
nb9c6cc3662904f1,0
n746b7f32fb0c47e,0
nd8cb142a9e52420,1
n44f454a69347429,0
n59fc512a27bd48e,1
n4e1bb6f9f2504c7,1
n0032de1abb53455,1
n7ca79a4d0511458,1
nf125756c1e4944c,1
nc9ebeb1175de463,0
nc7866e0b5cf24ea,0
n9a0da6bd8c57410,1
nb4bfe7ba85aa4d2,1
na572e11642dd4a6,0
n08fb68c1f0224aa,0
n366f1857e7874e2,1
n42a4da7f56ac49d,0
n92a92a489b2b4dc,1
nab0c6648cf5a4f6,0
n003a798400f54df,1
n1a115bd134ad461,1
n4b2c210be5bd469,0
n1e2133c50d614ba,1
nddfa9f0ed1624a3,0
nd8b6e32337a54fd,1
nd8045f472112487,0
n793fc6dbb0204c1,0
nf51c8c0f015a47d,0
nd6d4959bf4bf4fd,0
n2126a223105a414,0
n0ba03ff14cc6403,0
nb42f78e3a6664fd,0
n7966df622a1442c,0
na32a37f676f4483,0
n912ab16a157a46d,0
nbfa2d151a17246d,1
n4f377daa0b7c4f1,0
n1164e94ce0be4d3,0
n0fc40590952f4c9,1
n52c19eb0bf7e406,0
n19d8597450644d1,0
ndde22b5d518e428,1
n8a224995bc8d49a,1
n20ef367333434b4,1
nc709a776ab05423,0
ndd979b505d31465,1
n8686c49f060445a,0
n65685b7da89746b,0
n91eb8a4a3a714c6,1
n1bdd0af8898f4f2,0
n831f31696af24b0,1
ncc951b6c1ba14e5,0
nca2e4dbf5f80410,1
n863f0e1fc9f945a,0
nc96561a0cadb422,0
ne2b9617ee91a403,1
n11c923120c2d441,1
n40a0fc324e48443,1
nc3d934394fdf43c,1
nc7e0e1413157440,1
n0f8fa3c9bea14dd,1
n15c54862fdd4449,0
n2f9a7706860a4b8,0
n9996dd4a1324428,1
na35576d170fa439,0
nceba10f335e24d0,0
n331b23007e8a497,0
n22e8201a14d3457,0
n09a4067e56df44b,0
n993e2ca8f5a245f,0
n8a60cbee46984f9,1
n3616c6fcdb3e4f8,1
n79980ca90f134e0,0
na1dae6e03d3040c,1
ncdf7d4c0ca734ad,1
n862d1ea27217498,0
n5fcccde694214e1,1
na14f2b98a7954e1,0
n6e41c307d9b94bf,1
nf5ec23a55d024b0,1
n6c5df6c7999d44b,0
n35ff83589f2c4f6,0
na67cb23acef749c,1
n7c5f2bbb1f4f4be,0
nef432267c16b4c1,1
n78fbb87574b3470,1
n3587607613b8421,0
nd8a19c5e7fe341c,0
nc6a4be7ba1da4f2,1
n6d51d3740be5434,0
n5e2c635c2882437,1
ne9f222e6839843b,1
n089aa2b3b486440,1
n5f62fbe3166f453,1
n05d4b3aab0f742e,1
n5778784297d74b2,1
nf1ad73baee594a8,1
ne7c355665ef5426,0
nee8031ca30a7494,0
nd5ddaa35cda349b,1
nc4732c9006fa49d,1
nbd788ee601a54d4,0
ned473f27a4034e5,0
ndf17b1d58c97417,1
n366ac86675164fa,1
n31eec88b8f2f402,0
na567a4107e6e47c,0
n9f61addfbaff41a,0
n3540b8d81be7420,1
n5054d74256ca4bb,1
n1a6ba48595cb4dc,1
n5981be144ca24bd,1
n5b93ae82a68847f,0
nf9031af1fbc14c7,1
n3e76b7962b39407,0
n4d3adc468141408,0
n400b4363c8f942b,0
na15be339cf3c4b5,1
nbfde6f7aad9746e,1
n6d886549091a413,1
nbad8b0ac7d17428,1
nf44916fb9df74bf,1
nd562a643d07f4f0,0
nffa6eb5bf70340b,1
n5ad739c5ec0645e,0
nf7941d818b574c0,0
n5ae9db7d9f91443,1
nae5510941f774bc,0
n44535304c4d943c,1
n87c4b2faad62468,1
n41c60f360850436,0
n93cb399f249a4d9,1
nf78e7aa43a1446f,0
ne05140f5234b43b,1
n7e5a82d371af4d4,1
n941b1c4d9c3d4ad,1
naf7e5c07841f45f,0
nac4cdff5250d42e,0
n29a37452c25e418,1
n499c9f842bb744b,1
nf7ed6bd0aad6476,0
n9aa4a033ab184a3,1
n077d8e9043ff457,0
n4ba7526f93094c9,1
nf496a6a7fa1242d,1
n4e2dc3249dcb4e9,1
n91baf3e1618646a,1
n1d99d1aec5b1486,0
n875d4be874bc444,0
n10d62a5f00d84cb,1
n1f34ade1cac445c,1
n149cd2404bc3410,0
nad9db75c98f24ae,0
n6420b20c8ef0433,0
n8c35fc10d7e645a,1
nb0cf5ca7b04f46d,0
n30d20b847ccb42b,1
nb4e821f0c540420,0
n445ffb0097a94a6,1
n3d5151c656454bb,1
n85826436638b44f,1
nf7b5ffa79c68418,0
n62385c9f93524fd,0
n82f8cba55bfa4f7,0
n44a57921a7f34a3,0
n67fe79ec175c43d,1
n0e24423e6cf74ee,1
n49f685b50c43453,1
nf318e5207eb4489,1
n66966898f8ab48c,1
nd2df11cc7f444cc,0
nd136031487654a3,1
n1b4a5b6ba0b5487,0
n710879e9ad744d0,0
n23954e3e9f5b438,1
nc544c732127f492,0
n5dcfe19ee9b24ed,0
na89b8de29572496,1
n75d1abbecef54e2,0
n0427be035ce348a,1
n1e71f67131154ed,1
n1956cba118334c0,0
na9c2083842e3425,0
na5e122793a13406,0
n70c73d09101241b,1
n2bc92158a50840d,1
n10a3a3ab21ab47c,0
ndd8a10961a21487,0
n41b555dc9b8e421,1
nb526f0b44b35427,0
n12b276855a4c4f0,1
n9dc9c0729c134db,1
n047420afd7ff4bb,1
ne365af7003df4c5,1
ned0eb68c2f494f4,1
n7435d19f775c404,1
n46fa24fcd38f49b,0
n167d2386243d425,0
nbab4edde728a43c,0
n45b6374007e341d,1
nd3536c6328c94f3,0
n0e2df7adedbd47a,1
n51cb9fd4ae2a4f1,1
n983ca26276f54af,0
n63ac86d3ecc6430,0
n046d93fb1ae64d4,0
n43fa6655f9af4a0,0
n8da68dc7684e463,1
n86e960f9a4b642d,1
n98ce5e9bde664fd,1
nb368878598f7428,1
nedcd853a431143c,1
n30007fe525654e1,0
n9fead352a8964f5,1
n37960ac20a66474,1
nb08e7e8613af4be,0
n8d3114bcd554495,0
nd8c99acb758147e,1
n4dbc1320fbe147d,0
nfce6e80f2e53465,1
nf0536988f64c4bc,0
nf6922e98cfa54a5,0
n59e116eefd674c8,0
ne4360c5de43341c,1
nb5667657f0e04a6,0
n1e9e820667a0451,0
n48753391231c4a5,0
ncd50ef705fd34b9,1
nfb1504a1998044a,1
nb5fd71fc913c49d,0
nf8ceadd184274c3,0
na337cbf0ddfd49a,0
nf063c9e925b7475,0
n5e65013c16ed43e,1
nb561e4d9749745a,1
n6da466503a17440,0
n0539e214fba54c0,1
n8ea0f68648e6449,1
n17e62a646af342b,0
n424c881e4516490,0
ned9f20298b1d4f4,1
neb61512174064d1,1
nbf310be4f47d42e,1
nbc27bd766cf24ca,1
nfe67d067a55d4f4,1
nf0e77849c0384c1,0
ncdd7e84a4bf4490,0
n2e04b753cbe945a,1
n11b07354b13b440,1
n9b31f4d85b1e4d1,0
n2c38c4b7be264dd,1
n08d454b8bba04ba,1
n9ac98d1c24034fe,1
n0a49c6e07c224ce,0
n09ffd9e50d77415,0
nce93f508a11e490,1
n389f7956aa1a4b4,1
nda4bd36f9a684d6,1
n17399d732ffe497,1
n8c0f1bb973474d9,1
n6880266c7f6e444,1
n64656d8ebe984e5,1
na4b2cdf22b944f5,1
nc428392ae0734f7,1
nd9d13ecc85084a9,1
n9d3f6b4743aa480,1
n545f6f3283934e4,1
n97e22ab0b38b466,0
n6cc0695883e344f,1
n83818aeba0e948e,0
na0128de63f194c9,1
nc6cca6c3351c447,0
n9543ef1e796f47c,1
n66de69238d124f3,0
n9f13890325d8472,1
nde7a0815bfd2453,1
n9f9a85e9d7ba454,1
n81d1c15f226a420,1
nc937bf5aff324d7,0
ne18d381cf09c4f3,1
n3007c212fc9446e,0
n2051ccf4a696437,1
nec5a93a6bfa7435,0
n14b4ebf14ca2475,1
n53ade03688fc4e8,0
n186b5ba3d366468,0
n834049ef9b8b405,0
n9ac502abe9ee46c,0
n7aef5cbb622d4f2,0
nfb2c24bce70c4c0,1
nc823ca88f7c444f,0
n921a65adaa1f461,1
ncfa6691b8974469,1
n43d0e2c325174a6,1
n1962653a82bb4b6,0
ncdc5def71e304a8,0
n2426cafea726452,1
n0e92fa9a67c043e,0
n513dbeb7eeff465,0
naf6c9f6904834b1,1
nacf97a00f63b451,1
ne7439c9f44fc404,1
nd7db9c4022c7497,0
n39d3ca809a964f5,0
nbefc494174ab475,1
nd761d584e5114dd,0
n93e0f0849fbe4a8,0
nc2553574f1f6481,0
n0d052ef70a1e42b,1
n3366216b289f462,1
n75bfc96c7cd8452,1
n58c735028a0349e,1
nc2bebaf0f4384c3,1
na518aeb57c3a4b0,1
na37b290e67ba459,1
n2f31c8faa89c4c1,0
n93228f2643004e5,0
n800fa139a396449,0
n5427d35e76ae4e6,0
n954629f6a97a454,0
ne437ee826100434,1
nd482e48fbe3e443,1
n5d5b3a7bcb64481,1
n9bb2d775660f4cd,1
nd7097b9d86904bb,1
n160b607e25e7472,0
nb2b97c12adca426,0
nb7c9326d6a0b4cb,0
ncc635ac06ce54f8,1
n6e839ee2dad54cf,0
n2ecde30678a84f7,1
n52db381bdb324b9,0
nb3d073a6010d4f5,0
n83a0d36ad19e42a,1
n0a692e3de316452,0
n66b5035f1f95485,1
n708c0f980d8c44b,0
nb3688623c17545c,0
n05d6192b6dda4d9,1
n976958a87faf455,0
nba9767e66f3a41f,0
nff7a5e8c1be541b,0
n6602a609f91a42e,0
n11b813c637bc401,1
n3c93c04756074fb,1
nd6f468c920bd4d0,1
nad2c8934bc6e434,0
n48b658f581e641d,0
n59b8b1b95af2499,1
n291b28c16750407,0
nade936e4d5be4ec,0
na882061c2be2460,0
na81a892886d442b,0
n7a3c4b8040b74a2,1
nbd946688c23c4f6,1
n1f077996b90f476,0
n60ace36338cb4c9,1
ne255498fa18841d,0
nb8aad1a0925843c,0
n69722e5b18be443,0
n438c4330e9af481,1
naab04e3185e24e2,0
n0f7a7c4c18ff497,0
n38bba39cb7884ea,0
n649003130739420,1
na2d530e01af647b,1
n24b7fb568e324f8,0
na7293bc8c3864d8,0
nec2b9436efb8410,0
n4268ed33cc75491,0
nf7dbc26a0ddf49d,0
n1609c532fc1b4a0,0
ne12f6f96ef704fa,1
n268534b9c8eb487,1
n28e773705e3b49c,0
nb92098b96ad349d,0
n51bfd7177cc745a,0
n69eded3a9009404,1
nfc6a0ebb007e426,1
n6e7c904870164cc,0
n518dc6dd6e254af,1
n75bc4c93201547a,0
n23be09afcff643b,0
nd2c6a04f507c44d,0
n3797e1af73d74d7,1
n3b71aff013df4ab,0
nf9f7b68dbde7473,1
n0875f496c0b64de,1
n84c80e10bd1943a,1
na48d8175dc524f4,1
n3af5022053504a6,0
n9c405e0dc08941d,1
n6f1fd46a6e634ff,1
n9c99f286ff8b4b0,0
nbd5913a74a5d438,0
n6e34d63d973e495,0
n714ee5de099a4e9,0
nab5203907c79432,0
nfa448e73032f460,0
n46ab075036314cb,0
nd8f9b76a936649a,1
n7e68c711371e4c0,0
n9625362cec484e1,0
n2c1ceb1ec9bf435,0
n1485c23a30014ed,0
n8ebf0fe96b09422,0
nb61fd5f04ea6431,0
nfed8a42f3c52450,1
nfa9a606cdf6f420,0
nb29b3a396223444,1
n2170a5312fb940c,1
n689ca46f0b4a4d5,0
n43404df544034e0,0
n5472231e7b914ac,1
n4c8f85ed504a49c,1
nc35cab624dde47e,0
n75068cafeb2b4b8,0
na2c24747f745435,1
n72768a352d4a442,1
n9a6ae07572fa495,1
n53eadf7c9b64486,0
n0d36557b27e2410,1
n98dc6b2026144cb,1
n7f44e995cf134d3,1
n7e66695ecd734a7,1
n63d4d93b67e94b8,0
n79159d154a9f4f8,1
n9f1fff93937d4a9,1
n8012155a14c54f4,0
nac2ba1fd37ea4b5,0
nb0daecb8a41b47c,0
n2b497bcbfc99483,0
nf5b5ae0089de464,1
nf647e70da451405,1
n76262b85fe5b4e7,0
na7bcd5cbcffb449,0
n95d29774caa7477,0
nd3b1cdbbb00245b,0
n8d267521c7d1403,0
n93b86275563245a,0
nda79f81400d647c,1
na4a3785a5eee430,0
na89176d315fb43a,0
n30d778d6bbf6495,1
n32499181f95e464,0
ne3947be175b44e0,1
n790906c475e541a,1
n62f2aace0d9645d,0
nb7d076c96fc346c,1
n1c7fe448cdcf4d4,1
n70e8a359c46942c,0
nab8568ced763466,1
n4a969fe9ee564d8,0
n7332cb4e1236419,0
n9fcafe40477d41b,0
na6103974beeb40e,1
n4e2d7a9e9cc84ed,0
n293dfb607e9f499,0
nb13c8c79b5e6437,0
nc85aa8e23c5d413,0
n341ab413b17c4ef,1
nf069d072b3b1453,0
n70a91ca3fbe442f,1
n2b0cc79588c7471,0
n86e033905c39476,0
nc374828f56af4a7,1
n938bf51ec710454,0
ne33db8f1643f47a,1
ndde9fc56d6bd4db,0
n61a9ba4c5f5d4f0,1
n4a325bd4900c469,1
ndb11051bfdd146c,1
nfe2154492afb487,1
n87c33acdcb754d9,1
n95282d6a82e3496,0
n42e799c30a0f4c4,1
n9a5a43b0b4de47b,0
nab172249cc91440,0
nf1ac97bae4fa474,0
n2287d63274fe40a,1
nd88979aa54c9483,0
n630afb274ff6494,1
na3efb21076d249b,0
n8190671368e94e0,0
n688e8f712cb2412,1
n0874a869d7a44f8,0
nb6e75c2c767649e,0
nedd026116dff458,0
n4899401ae1ec4dc,0
n7219492e099f4b2,0
nf07c65e0852b420,1
nc2359c540ab2494,1
nbec08603db8b4df,0
n0adf5f6baf3c443,0
n1c1d7a2d6948447,1
n19957eec11a0439,1
nda03a6026547417,1
ncc23e34bae9a44c,1
nd97a185954f74bd,1
n3eb14b4fe3e3478,1
n126c014826d445b,0
n834a90c1251b446,1
nb9c0c09308f74be,0
ncb99e3860a0f4db,1
nf07a625ae5c543d,1
nd6fe6feebe2b441,0
nc08b7745bc06408,0
nd243861389914fb,0
n11b0082fe610408,0
n2a04dab0bb5b486,0
naea2c172c9cf425,1
n8e8de74ed8df4cb,1
n420a0f00a77b4d1,0
n8c184c401d1e4f5,0
na7a654d5090842e,0
n895ff4bca7df42b,0
nf9ff7beb3cbf44f,1
n48ed11b4f7bc4c5,0
n0e98b4f3adf84e2,1
n54b11b7b82cd42a,0
ndbae6b2b66ac4c3,0
n163972deadd644a,0
n7197d5bfa8b349d,1
na1b441a25c4047a,1
nb6e77dde8d43496,1
n549bacfb7cc54a9,0
n94ba29e46ad04a8,1
ndd0d578badff40b,0
nc0c19215277c458,1
n41d46df20cae42b,0
n75158e7abe864d8,0
n7a62948ff580405,1
n15e4d033ea214be,1
nf22079e3952c412,1
n9f845ba8ba8e418,0
nd83a26fa24fe413,1
n1824563ab43f4d8,1
nad69753c015e432,1
n3ccf7c2d5abf459,0
n6aaf26827966484,1
n26d19f84c1204c5,1
n8decac7eefa04b2,0
nef1bea8f08764d9,1
n70ecf3db48ae45e,0
n48bca301a29a46f,0
nb881e082786b446,1
n0378d480744c415,1
nfcf214d5346a441,0
n39044cbe648e4f9,1
nf7500b5240804b2,0
n305ccce71af348b,1
nda6da58ae49743f,0
n29186b133173448,1
n59039ab5132247d,0
n3ac5b53da52d43d,1
ne18f6a7c14cb411,0
n2effa2520a694c7,1
n6afd28700591445,0
nba8ae7a682a94ac,0
n61b31b22c4ff4b2,1
na93466ab08c5402,1
nfa62a882faf7441,1
nfc6ad682127648f,0
ne2b69aa55d864c8,0
nd49d2420bcd448b,0
n85eef810fac9482,1
n1008bdb3c6bc4b3,1
n7c050622b6af4b7,1
neca70acf27e14b3,0
n8b1468a5dd1b433,1
nf45ccee595c2409,1
n1cad75d0189841f,1
n168372621e7e4e1,1
naad4c800e759429,1
n1f8c4a867fa8428,0
n79cc69940ba3445,0
n2d832cbcd3ab4b0,0
n80f9fef05f8146d,1
n4bfa71f678694ca,0
nd3910dbe08e541d,0
n6bb05fa153d945a,0
n67f60b40060a42b,0
n19a8bb4eda04480,1
n545b5c9680ee4a7,1
n7196823937614b9,1
n9b8ecd3b46ec416,1
ndbdff6f3677247e,1
n608d356dbbfe401,0
n0795fab9da0f452,1
n3363551adcc04d1,0
nadf90f3b1e87409,0
n93d0ce78318240a,0
n89812f482698436,1
ne11272760d69486,0
nf479ad587c6d452,0
na58adeef7a4f4e0,1
ndba7a37858cb436,0
ne60482c84a63454,1
n5dff2fa3b87a455,1
n3f48ef45855340b,0
n3eeda8f0c131475,1
ned19138db962469,1
n9cfa16d4f1f94de,1
n9beba588ea63470,0
n011576cd104e440,0
n13070dd3d7fd4ae,1
nf8e507734f514fc,1
n8c8bc46c58ae4f1,1
n0517582ebb2d4ff,0
n7d963f0c83fb407,0
nd0c448ca61d54af,1
nb1f14f1337534fb,0
ncd30f51e8378413,1
nce5f50fd74eb42f,0
n86d17abe290b4b7,1
n7d6583a59b65422,1
na4a0e17da0a347a,0
n75dfa480cbc645a,0
n859ef33dba6d4d7,1
n2da9da65ac81488,0
n54534333499f4c5,0
n42c033a621bd4c3,0
nfe7ec1af524742f,0
n59d04f48b45b4ed,1
nb7b5341f0e71432,1
ncac3c23fccf049b,1
n166dc38bfcf94cd,1
na44b66e9e85f463,0
n90a1c33278ad47a,0
ne3d8f4416de84e8,0
na0f5efa5fa2f49e,0
n13304ba495e4425,0
n9c5dcb845b1a489,1
ne6831e7e4e44446,0
n035e55176cb341f,1
neea52467b86047e,1
nf56f3582c86c491,1
n111f25fa90fa4d3,1
neb7dce854bec405,1
nc0e61acf76f2461,0
n1e742e6674184da,1
ncff47f89cfbf44b,1
n32f2aa45c08f4bf,0
n021979a14d2d4d6,1
n0962b60aa609414,1
ncbc8ea37ba1c4f3,0
n06b1e373f92048e,0
n4548d214ee4d49e,1
n55bbe1cb0caa4ca,0
n88ba86a24cc2411,0
n16d96767a47046c,0
n27d2f42a96b34e6,0
nbe9257bcf1684b2,0
n4b556cc45bbe48c,1
n5329e5eefb8c49a,0
nd4e81a5c6bd444c,1
n226212dbb32a43b,1
n5934c85c0ec748b,1
nd49185defe1c400,1
n22a731769781497,1
n6c82bc005346420,1
n55b3741428494f1,1
n8b3298fbd5944a8,0
n0d7e2106651d4e8,0
n4b4b64350e484f1,0
n98d7847f56344c5,1
n0b69d7bea89c4dc,1
nfb223f38f77c4be,0
ncf5fd8d2c9004f3,1
nc4b8d8b6a6b7404,1
ndff9cf538b244a9,1
n8357c6b6d9d8427,0
na7e695ccafd5473,1
nc1c1540f20304cd,1
nc868efc124c3489,0
n1db9f7bc81d443d,0
n6dd8c0299dee4b6,1
nb6402e1069df4e9,1
ne6f7797a01d248e,0
nd4ddc6b4432c426,1
n474f4ec7b9354ca,1
ne15be9bb9f3c49f,0
n2e2ada67be184ff,1
n495ddb38d9454bf,1
na755aca422d5495,0
na1415ca3eaf5429,1
nbd58869c0fd64c2,1
nf4c9b7b0b523401,0
nd4abaad9a04e469,0
nfc47defb830644e,1
nb8f77d8a08f0457,1
nc501e375f545401,0
nce837a4d6b15410,1
n6cf2070246414c5,0
nc1da53e8f9f848d,1
n6ac3655a11d44ff,0
n345e0e65e2d143e,1
n33f08c90c9a0493,1
ne24d282c921f49b,1
n36dc4fd361a04fb,1
neb833b6dd0144b4,0
n1e2d35f134ea4a8,0
nae5d7c04ee4b4f2,0
n410ae4ff063e49b,1
nf165b4799aeb4d1,0
nd7c7e4de078d4f9,1
n465bbf3251ad443,0
n3bebc513b410425,0
nc6878b71601546e,0
n7575a95b6747489,1
nc0034221216542d,1
nf776ca69d2ed4ba,0
nd61a0d11e6da482,0
nff90a1524ce641a,1
nb33429caf8a9455,1
n2baa21e15411431,1
nf81678d15658499,0
ncd9b620416fa43f,1
n3217ca21faf1489,0
n93ccf4e0cf1a447,1
nf34f31577e7e44e,0
nf6d072b2c288461,0
nf4dc893404774cb,1
n15b6210993854ea,0
n688611618b7047a,1
n8a7ece5b7cc7470,0
nebfc10c60ec2404,1
naec3f83bfeae479,1
n30bbcd399f784d8,1
n94108c4bae8a466,1
n439f88244b494a5,0
n71830feddab540b,0
n34c71de7a6354f7,1
n18085b75628642b,0
nb19638ba13494df,1
n42ef17c4b74e49e,1
n829e0db5afaf40a,1
nc1b72908640d453,1
n5c1150ae4613495,1
nec8602cbac33480,0
n3e706a5bd1e1450,0
nd23723e794b54a6,1
n2dc2259e03184cf,1
n2e6e694913a34ce,1
n6855f14fcf5e426,1
n2ae05cae4084462,0
n5601558b1520429,0
nd2dc6637d2d34b5,1
na80e4944c64248e,1
n65ffad22e3ad4a3,0
n4202519c953e404,1
ne996a75fcbed44a,0
n0c5364280bdc4f3,0
nb0cd090242ee48d,1
n1812c6f39d4443e,0
n772a1c5e4609460,0
nf997f2d00b5e49c,0
n77a7a1ade508470,0
ndbf8732aab494ab,0
n46e7c198c18f4a1,1
na2dc0dc7aa5540f,0
na980a51eb9094e2,0
n173de3828299495,0
n11528a52d33040c,1
nac5afd156c8c4a7,1
ne81bcd1df8af421,0
ne2e07e3b3a2045c,1
n0eb276e835ad4ba,0
n562da8232fbd43d,1
n560c66bc17da4d4,1
n94e7e9b743dc41b,1
naf26f59f84da4f4,0
nc93ca5401cb3427,1
n2ec82a7b71ea4fd,0
n36c26ded1bea4b1,1
nc31162b3109c42f,0
n96cfa917c7414e7,1
n3585c8912e944b3,1
nb044f9231cc744a,1
nbed5bdafcc58449,0
n8692c2280b34453,0
nf5eaa9203d7c458,1
n20370a0c2b2e4c9,0
n37261efd0cae409,1
nd0bd4da46c2b4f0,0
nb674b6db6ed8442,0
n4b05b1e411574d2,1
n7fa695b965f64e7,0
na5b03f2cdf764cf,1
n5eb2dab434414cb,0
nff643a664b4547a,0
n29ad0ad952c649f,0
n2a7cac38b16b4de,1
n80eec853b56d463,1
n41475c7850af4b5,1
n77411a43ba944e0,1
n0fc9cde42b3c40a,0
n13e51d0a05e3492,1
n7ef097d260a340b,1
n631c362dfeab41e,1
n249adbfabbdd42f,0
n5657891136554d1,0
n8888f84a3a4e446,0
n23ee947b042742e,0
n62cbda185ddc474,0
n482b206e8492433,0
n96eda4d46dbe4ba,0
n57b1d6e9a1254c8,1
nd139c638964648f,0
n5a6908be4fb5461,0
n410244e906c84fb,1
nc3d7558d85ad45b,1
n8cbf3017752a42b,0
n76d2218d2eea408,0
nd9ee17673520459,0
